type,results_id,results_card_info_name,results_card_info_clean_name,results_card_info_set_name,results_card_info_set_code,results_card_info_set_id,results_card_info_card_number,results_card_info_rarity,results_card_info_card_type,results_card_info_hp,results_card_info_stage,results_card_info_card_text,results_card_info_attacks,results_card_info_weakness,results_card_info_resistance,results_card_info_retreat_cost,results_tcgplayer_prices,results_tcgplayer_url,results_cardmarket_product_name,results_cardmarket_prices,results_cardmarket_product_url,results_cardmarket
Card,pk_d5f71e4df64e02c80a49cb6891fa8917325c3837e55a8374667214781c86f293bf8291c9d20fd67ef40dec976bc3,Honedge (47),Honedge 47,SM - Forbidden Light,SM06,2209,47/131,Common,Psychic,60.0,Basic,,"[""[P] Metal Sound \r\n<br>Your opponent's Active Pokémon is now Confused.""]",Dx2,F-20,2.0,"[{'low_price': 0.04, 'mid_price': 0.2, 'high_price': 19.98, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 0.16, 'direct_low_price': None, 'sub_type_name': 'Normal'}, {'low_price': 0.25, 'mid_price': 0.44, 'high_price': 19.98, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 0.36, 'direct_low_price': None, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/165698,Honedge,"[{'avg': 0.54, 'low': 0.05, 'avg1': 0.25, 'avg7': 0.52, 'avg30': 0.4, 'trend': 0.47, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'holo'}, {'avg': 0.06, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.05, 'avg30': 0.06, 'trend': 0.06, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Honedge-FLI047,
Card,pk_6f384516237e3065800c4ad7813a78ae270eef352d0b7f6a2b8a684cc2b0cc30a5ab46a3c3f6398f137008b152767c,Cubchoo,Cubchoo,CP4: Premium Champion Pack,CP4,23972,031/131,,Water,70.0,Basic,,"['[Water] Fury Swipes (10x)<br> Flip 3 coins. This attack does 10 damage times the number of heads.', '[Water][Water][Colorless] Frost Breath (40)']",Metal x2,,2.0,"[{'low_price': 3.69, 'mid_price': 4.4, 'high_price': 5, 'updated_at': '2026-06-07T08:18:41.300825', 'market_price': 4.82, 'direct_low_price': None, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/605528,Cubchoo,"[{'avg': None, 'low': 0.19, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}, {'avg': 0.75, 'low': 0.19, 'avg1': 1, 'avg7': 0.59, 'avg30': 0.74, 'trend': 0.7, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Cubchoo,
Card,pk_795499dc943c44791cf0fc9758d77294037444c558dcc44cc69bd89df3a6bf9afb7d62a0eca199238e030f2bf21c,Froakie (22),Froakie 22,SM - Forbidden Light,SM06,2209,22/131,Common,Water,70.0,Basic,,"['[W] Rain Splash (10)', '[1W] Wave Splash (20)']",Gx2,,1.0,"[{'low_price': 0.06, 'mid_price': 0.3, 'high_price': 1.67, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 0.3, 'direct_low_price': None, 'sub_type_name': 'Normal'}, {'low_price': 0.61, 'mid_price': 0.95, 'high_price': 19.98, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 1.12, 'direct_low_price': None, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/165671,Froakie,"[{'avg': 0.86, 'low': 0.3, 'avg1': 0.96, 'avg7': 0.74, 'avg30': 0.83, 'trend': 0.62, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'holo'}, {'avg': 0.14, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.14, 'avg30': 0.15, 'trend': 0.13, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Froakie-FLI022,
Card,pk_3d9764cafc3de33af07ac15f327ab6d927c671d8817f5d85be30f1f8192a7f38c2e7b3806fa21ed9daf4023efd9c523a,Gengar Spirit Link,Gengar Spirit Link,CP4: Premium Champion Pack,CP4,23972,111/131,,Trainer - Item,,,,[],,,,"[{'low_price': 25, 'mid_price': 25, 'high_price': 25, 'updated_at': '2026-06-03T10:16:32.039161', 'market_price': 29.99, 'direct_low_price': None, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/605608,Gengar Spirit Link,"[{'avg': 52.23, 'low': 4, 'avg1': 99.95, 'avg7': 34.99, 'avg30': 22.22, 'trend': 36.45, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}, {'avg': None, 'low': 4, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Gengar-Spirit-Link,
Card,pk_8f13066c328db528bf471dd8cab65d4c636f3f6f6146bc92c5136fdde3566658480fa204894ba229b20b1a82e0e3ca,Delphox,Delphox,CP4: Premium Champion Pack,CP4,23972,019/131,,Fire,140.0,Stage 2,,['[Colorless][Colorless][Colorless] Blaze Ball (50+)<br> This attack does 20 more damage for each Fire Energy attached to this Pokémon.'],Water x2,,2.0,"[{'low_price': 5, 'mid_price': 5, 'high_price': 5, 'updated_at': '2026-06-07T08:18:41.300825', 'market_price': 4.5, 'direct_low_price': None, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/605516,Delphox,"[{'avg': None, 'low': 0.3, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}, {'avg': None, 'low': 0.3, 'avg1': 1.9, 'avg7': 1.46, 'avg30': 1.88, 'trend': 1.19, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Delphox-CP4019,
Card,pk_17b8c54d982a21cc060e76154f1fa4e80e19667c87dfc4bea37811f181f4df0cf7e0549759ca29c6425a99feb4b50f75,Dimension Valley,Dimension Valley,CP4: Premium Champion Pack,CP4,23972,128/131,,Trainer - Stadium,,,,[],,,,[],https://www.tcgplayer.com/product/605625,Dimension Valley,"[{'avg': None, 'low': 0.7, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}, {'avg': 3, 'low': 0.7, 'avg1': 3, 'avg7': 3.19, 'avg30': 3.19, 'trend': 2.09, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Dimension-Valley,
Card,pk_5bfc96dfcfcf3380a3058c47fb7ecfbee9eb1c04fcc743907e4c4abf8a6fa2c2a872bf4337f50b1930c8586161fbf7,Wailmer,Wailmer,smH: GX Starter Decks,smH,23888,027/131,,Water,120.0,Basic,,"['[Water][Colorless] Splash (20)', '[Water][Water][Water][Colorless] Surf (70)']",Grass x2,,3.0,"[{'low_price': 2, 'mid_price': 2.19, 'high_price': 2.79, 'updated_at': '2026-06-07T08:18:40.241278', 'market_price': 3.5, 'direct_low_price': None, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/599242,Wailmer,"[{'avg': 0.25, 'low': 0.15, 'avg1': 0.25, 'avg7': 0.37, 'avg30': 0.5, 'trend': 0.36, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/GX-Starter-Decks/Wailmer,
Card,pk_bc4b6a05b1f2186ed2a171f8d746ec13785b40fc48f95c3856cb4e382ed90915e1fe6c1597b64200094f94f9b94c80af,Umbreon ex - 161/131,Umbreon ex,SV: Prismatic Evolutions,PRE,23821,161/131,Special Illustration Rare,Darkness,280.0,Stage 1,,"[""[DCC] Moon Mirage (160)<br> Your opponent's Active Pokemon is now Confused."", '[LPD] Onyx<br> Discard all Energy from this Pokemon, and take a Prize card.']",Gx2,,2.0,"[{'low_price': 1450, 'mid_price': 1939.49, 'high_price': 5000, 'updated_at': '2026-06-07T08:18:25.063387', 'market_price': 1557.92, 'direct_low_price': 1773.95, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/610516,Umbreon ex,"[{'avg': 1149.54, 'low': 500, 'avg1': 1000, 'avg7': 1087.86, 'avg30': 1698.34, 'trend': 1863.14, 'updated_at': '2026-06-07T07:58:50.864461', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:50.864461', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Umbreon-ex-V2-PRE161,
Card,pk_71660c0a5499266c540172d8c01415f53622b6223e60fa1436aff9b0d4732024864ec0ace5d161fd4312b57064a57b77,Float Stone,Float Stone,CP4: Premium Champion Pack,CP4,23972,109/131,,Trainer - Item,,,,[],,,,[],https://www.tcgplayer.com/product/605606,Float Stone,"[{'avg': 5.25, 'low': 5, 'avg1': 7.5, 'avg7': 6.55, 'avg30': 4.56, 'trend': 7.19, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'holo'}, {'avg': None, 'low': 5, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-07T07:58:42.177899', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Float-Stone-CP4109,
Card,pk_64ada8cabd242b92da90dab142add2dcc4d3cee235f122c7bad247e010f3c1161a5104c2cca3753b2cff08a036863d,Goldeen,Goldeen,SV: Prismatic Evolutions,PRE,23821,020/131,Common,Water,50.0,Basic,"<strong>Ability: Festival Lead</strong> If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.","[""[CC] Whirlpool (10)<br> Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.""]",Lx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 999, 'updated_at': '2026-06-07T08:18:25.063387', 'market_price': 0.08, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 999, 'updated_at': '2026-06-07T08:18:25.063387', 'market_price': 0.22, 'direct_low_price': 0.1, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/610375,Goldeen,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-07T07:58:50.864461', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.19, 'avg7': 0.11, 'avg30': 0.1, 'trend': 0.1, 'updated_at': '2026-06-07T07:58:50.864461', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Goldeen-PRE020,
Card,pk_895777ad6d0955770937a9be304b85254371bd960bea3ba3ca4412f2522c33697e824700300afe185416bc9f9293b7,Flareon ex - 014/131,Flareon ex,Prize Pack Series Cards,22880,22880,014/131,Double Rare,Fire,270.0,Stage 1,,"['[RC] Burning Charge (130)<br> Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck.', ""[RWL] Carnelian (280)<br> During your next turn, this Pokemon can't attack.""]",Wx2,,2.0,"[{'low_price': 23.38, 'mid_price': 24.76, 'high_price': 414.9, 'updated_at': '2026-06-07T08:18:28.653306', 'market_price': 23.31, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/648637,,,,
Card,pk_81b4e2385a44ba84d3f4b0cb6a8930a623f046bf7e8ff570075b48cc349c7dd268f81cc9f6c91a2b4b5ae112b73d,Zygarde - 72/131 (Cosmos Holo),Zygarde 72 131 Cosmos Holo,Miscellaneous Cards & Products,MCAP,2374,072/131,Promo,Fighting,130.0,Basic,,"[""[2] Glare (20)\r\n<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."", '[1FF] Calm Strike (60+)\r\n<br>If you have used your GX attack, this attack does 60 more damage.']",Gx2,,2.0,"[{'low_price': 4.92, 'mid_price': 6.67, 'high_price': 96.95, 'updated_at': '2026-06-07T08:18:38.119676', 'market_price': 5.27, 'direct_low_price': 8.39, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/167222,,,,
Card,pk_291faa05edf4e01e45559e3ebdfcdd8554e5ce03174cdf305aa86a669fc68de4b72b66b110d9850260fb81adc48e,Froakie (21),Froakie 21,SM - Forbidden Light,SM06,2209,21/131,Common,Water,50.0,Basic,"<strong>Ability — Frubbles</strong>
<br>If this Pokémon has any Water Energy attached to it, it has no Retreat Cost.",['[2] Flop (20)'],Gx2,,1.0,"[{'low_price': 0.08, 'mid_price': 0.26, 'high_price': 10, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 0.27, 'direct_low_price': None, 'sub_type_name': 'Normal'}, {'low_price': 0.2, 'mid_price': 0.61, 'high_price': 19.98, 'updated_at': '2026-06-07T08:18:32.103877', 'market_price': 0.58, 'direct_low_price': None, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/165670,Froakie,"[{'avg': 0.09, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.09, 'avg30': 0.11, 'trend': 0.13, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'normal'}, {'avg': 0.29, 'low': 0.09, 'avg1': 0.29, 'avg7': 0.28, 'avg30': 0.37, 'trend': 0.37, 'updated_at': '2026-06-07T07:58:38.080911', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Froakie-FLI21,
