id,name,set_name,set_code,set_id,rarity,card_type,card_number
pk_daad6c26f403789aa9b9efb9f7ebe8b2600f943dc301afe8425447a26788777bcc434b671f1a79afddb06199494d,Snivy,ME03: Perfect Order,POR,24587,Common,Grass,004/088
pk_f7dfb69c8c36abb96cc2e384e9fffffc0e13e0629e5b1f942587114bcf0383bca931b8cd57911643da176b43b829ef,Amaura,ME03: Perfect Order,POR,24587,Common,Water,023/088
pk_480723e4e46a937c29dcaa881aa1ab9e552a2f6ad6306d4f7ba7af0abb7dced2bb972981d9120ccc9235031df39d48,Lumiose Galette,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Item,078/088
pk_c6e2ddabfae2a1d37d25c7fcc533c1d42ea488ba27e7970fae6241b2c87cdfb85bf6ceac7415f6c1f3400f7597688a,Rattata,ME03: Perfect Order,POR,24587,Common,Colorless,060/088
pk_e24bd899f0b8e690231140e009245ce2ab4fba37e1d432a10837eebe09a87881de6b3dbd36c0ef0b3e0b30fd48d7d4,Hole-Digging Shovel,ME03: Perfect Order,POR,24587,Common,Trainer - Item,074/088
pk_3c6129e65f6a3e5f882b4220374de102130725eb28035a2a3ad1ebe1bc8857b244373082ff107806a145e0e7c9f0b9,Binacle,ME03: Perfect Order,POR,24587,Common,Fighting,042/088
pk_7efecc4bd896ede39741ee19cd9408d90a91d471f7250df9399e233ddb514b9b801665a336edc4efb4db05c8d471ac,Dedenne - 029/088,ME03: Perfect Order,POR,24587,Common,Lightning,029/088
pk_6b6058efd9c802b1e389e3e8417beba544e9241a26832cdb57cb00689cbefae026c62e996e138527db0318cb5e5150,Lapras ex,ME03: Perfect Order,POR,24587,Double Rare,Water,022/088
pk_b4d29e5aaa285ac75bbb9f903cfd8834fa810939cdbeab607dc10c32bd78a180c2ef0f19b8cb5540dd9896f4a8180a,Clefairy - 030/088,ME03: Perfect Order,POR,24587,Common,Psychic,030/088
pk_a244b55e332501fe1cc5cf6ed056ee7f7e986df1a0df2c75f87bb134f62969919a7ee81bd52fc220a0b4d43177bcca,Decidueye ex - 012/088,ME03: Perfect Order,POR,24587,Double Rare,Grass,012/088
pk_a1983bc65645163ae7426e2c1472d120902a559b16e4dbec2643dd436aa08ff386f2f1f75b8241dc9176467d48286e,Haunter,ME03: Perfect Order,POR,24587,Common,Darkness,049/088
pk_79890efa646d46737f7f49dac0b5d986f9a477d2e4d31cab77d1868577051dae8f4797a8e2d0c11dddf3a0f142c1,Scatterbug,ME03: Perfect Order,POR,24587,Common,Grass,007/088
pk_95b90e733676b3849e155d231013b08833c092dcc6861806e549f9da891fe23d9ade53d26eeb754b1a773e6104b2a6,Pokemon Catcher,ME03: Perfect Order,POR,24587,Common,Trainer - Item,082/088
pk_cc9b1d4f642af07b928d2c17df52e2fb192559f4ea9c6d9d60a80c338627b0167c943f8e46429809c1812ccd3c4238,Mega Skarmory ex - 055/088,ME03: Perfect Order,POR,24587,Double Rare,Metal,055/088
pk_b82a9c28e1b928500c42792ec1fe62b09360c07fe9237357c615e5ae9d37a8f4ca791a29ba1b91154839bf6354cca8,Hippopotas,ME03: Perfect Order,POR,24587,Common,Fighting,039/088
pk_5e2e3dc7e87a1c82821af55bc84ff4dc7143f32e2071d3372b934b49246012eb958c666aa676a82217deb6329c2a0f,Aurorus - 024/088,ME03: Perfect Order,POR,24587,Rare,Water,024/088
pk_8810b78bc3a3bdebb9201f6d8a50758931d2f3254f984671f4aa3335e7510be08f22c912a94c54e06476864803a175,Rosa's Encouragement - 084/088,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Supporter,084/088
pk_6a005c92b58034eb9af3d71f49c5fbf4e7071146dbfa3f065208e3df74ec1ced0a6ca4124b5b2fb4981cdc5b06c8,Shaymin,ME03: Perfect Order,POR,24587,Uncommon,Grass,003/088
pk_2c30dab1b0ebcd9fb1605326250daf63d02a7e6ac441d451da18f000f54bea98884ded7c1e8554b38c0e50375f7a87,Spewpa - 089/088,ME03: Perfect Order,POR,24587,Shiny Rare,Grass,089/088
pk_ef1356f08547697473dc932c7e3e64cc6c131ce1f4417db57198ac1e563d7068ef03f9bc602ef219321d08cfd8a42e,Dedenne - 093/088,ME03: Perfect Order,POR,24587,Shiny Rare,Lightning,093/088
pk_a9414d9760a8f2d002e52647dd1e4934c0ba2ae8d2782789a9ccc99dfaf85c7cbdf4316f2cd532b6a4ce803887e3fe,Skorupi,ME03: Perfect Order,POR,24587,Common,Darkness,051/088
pk_84835ce9a14495f35d48d9b8d9282ea2f68cd898fc0cb8c66498ebfa4f53e6bca30a82fd17e4b81b00ec2eeb52f4,Ariados,ME03: Perfect Order,POR,24587,Common,Grass,002/088
pk_2e2b95976aadee5237a43bb221f5ea0bf355a479b39c00eb60c698fe66fad720f80267fa10704d1eaf6854c29ce3d9,Seel,ME03: Perfect Order,POR,24587,Common,Water,018/088
pk_e2f4753ab4712a7edbbf4b699c0c895ec6d4f0fd7ca95ce902f7701ea5431e946788c017d5830ae0eb11d4d6f14763,Judge,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Supporter,076/088
pk_74f9c50a004bc6a8b039079fd4d09ca30c602be97d6e65525676b8e70610e936c93d53111a85e6d61f010af9476288,Mega Clefable ex - 031/088,ME03: Perfect Order,POR,24587,Double Rare,Psychic,031/088
pk_c64af8f05b05c1886802a1cdbc55a4085205aa5121ef8d4bece62ec0540a9f729c956e0bbcf2b875052f045bc0d71e,Furfrou,ME03: Perfect Order,POR,24587,Common,Colorless,067/088
pk_2fd1f4bfedeb6c0300d80a4c69d6b2b111a8157b838747508e739480f4e21f74b75353df62d7dd5c6a435d659fb3,Spewpa - 008/088,ME03: Perfect Order,POR,24587,Common,Grass,008/088
pk_5354c563f252d924fe4862393a2f3b02344041de04b109648cc03b1114aaf897b1a7fcdfa1f70c1ac9d2c4ccf00840,Landorus,ME03: Perfect Order,POR,24587,Rare,Fighting,041/088
pk_9ce26851316376d6fa0044f97648c17a7d058b114fce78d1ec3c9a54fa54c6f35003992e3bf0a988cef9d9146f81ff,Energy Search,ME03: Perfect Order,POR,24587,Common,Trainer - Item,072/088
pk_da91b80dc21b25fcda819b9cabfe87196d8f7dfe490d13211f03f4154d07daf38911cfaf6ec324877b042af68a9126,Spritzee,ME03: Perfect Order,POR,24587,Common,Psychic,035/088
pk_d9f6cdbe3cabd7c57eee31c58ee09ee396c09d396524669463df8f64a4cea79a4d744a9649869284d670e48240a22c,Shinx,ME03: Perfect Order,POR,24587,Common,Lightning,026/088
pk_69766237935f4e53f9dea58e47e307b4f977a3eac44b5d24644dee1d4b90022367fc6fd2b48f64038b6917d39c3c4d,Tarragon - 085/088,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Supporter,085/088
pk_b56de80e7d29a46e79de0ad04d52d48beae3ec7c121100a57ba696a879270a6eebe48390cd2a47afedd141d1dacdf1,Rocky Fighting Energy,ME03: Perfect Order,POR,24587,Rare,Special Fighting Energy,087/088
pk_68ae289c4043808c67c7099cf36541dfbcdfe4adeb71819677f979a66d4c171661570d46a93138717776a1967755e2,Lumiose City - 077/088,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Stadium,077/088
pk_6afdb518aea358416714ef1295e49b0c80944f26fdd8ff9f507f52aa03360cc5b908570ba86fcd754bffedd93c1574,Honedge,ME03: Perfect Order,POR,24587,Common,Metal,056/088
pk_9a125eb7420cf16677c79c7c0983927875f35a0ed55c3370b558422e4b41f9d2ebacd2b360ef62c01f39e5cd100843,Growing Grass Energy,ME03: Perfect Order,POR,24587,Rare,Special Grass Energy,086/088
pk_931385744e03adf02b53d63b0b5181baad5effbce0bc1fff88795f53899430b69556d2ae8cbf4808da4f4d3251dc66,Poke Pad - 081/088,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Item,081/088
pk_e1bbeefae7d2971973fa0ddcdcd27a83be9a38bdbb51abc6dea3c70917a33793ceb9e4db03517b35dc54c1571fb19d,Naveen - 079/088,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Supporter,079/088
pk_32bf4e42f8ba0c203f1c2823d3324eb98a222a03b69ace3deffc87efe1d92e6ca2c84daa428c6c02e3b7dfcec72823,Tyrunt,ME03: Perfect Order,POR,24587,Common,Fighting,044/088
pk_17399808abb25505fa1755b8edf23f25552e9931cea7fb2ab1db04d7c57278444a98d4d208a111249a006c48a9691f,Gengar,ME03: Perfect Order,POR,24587,Rare,Darkness,050/088
pk_8c222d597dada91e96853edd4d43069f58df4b49ec72ff8e7cac8cd002c2de1577e337a1816928d0e515741023d65d,Mawile,ME03: Perfect Order,POR,24587,Common,Psychic,032/088
pk_5e5b27b3dd5ac8bbcd01327b67610f3a08d7285491d358ba9c1e05e7c344d8635c2175e3b96f13f0708d21ab4cffe6,Fletchinder,ME03: Perfect Order,POR,24587,Common,Fire,013/088
pk_e6ff92dfd3b50b148a5719bf562923983ca020fae838051f293ba7e204e65608642e121434eb599cf38145b0db13e7,Chien-Pao,ME03: Perfect Order,POR,24587,Rare,Darkness,054/088
pk_c7e10a11eaa170c8e7ee465453f161c8b615b4256b005ccdf85dd2e759ae5eec77fdb7b83f5b953a96f03a583d4a,Spinarak,ME03: Perfect Order,POR,24587,Common,Grass,001/088
pk_92d691e24703b1db2cd4c0ee620a21b9511f0f1d8e9834f364c38e3e083a4326f2817bd9cf28f4a38b7924ed0ed9af,Antique Sail Fossil,ME03: Perfect Order,POR,24587,Common,Trainer - Item,069/088
pk_f742f5f1a6885a15657fde50fd1d815b77a036e3f83ae0b8f4c0503dcffc1b3e345ff065101b31f0744964222b2b90,Hippowdon,ME03: Perfect Order,POR,24587,Uncommon,Fighting,040/088
pk_7dd3e314b716c963c77fdd34caff405ba957581d525efc583e1771efcce4ecbd50586d8424184bcb21fa89eda137cf,Klefki,ME03: Perfect Order,POR,24587,Common,Metal,059/088
pk_c2e6fb999077108f98c5d7c5fd1c3754d81cffd2ef8415c49d4df20eead6256327416909747adfd37ee5c628bc65fc,Bunnelby,ME03: Perfect Order,POR,24587,Common,Colorless,064/088
pk_f91104eb09fc3e32ec0b129e19bf7c63b65c60ca696c60cfdc804a10e2c27136046e93a2fce89741d3098a19ed2f8b,Antique Jaw Fossil,ME03: Perfect Order,POR,24587,Common,Trainer - Item,068/088
pk_41b2a87942d88e9a4d7fc32f6a59b16e0d444a1f19c0784fd744306c4efd7a95d6b3a841bc070259563686ba66c668,Salazzle ex - 016/088,ME03: Perfect Order,POR,24587,Double Rare,Fire,016/088
pk_41be869709b314743826a964a1e705c9e06811120e0f1cefc8ff77510f1e6dbf2310abd07cdde2d8f9221bb712675c,Salandit,ME03: Perfect Order,POR,24587,Common,Fire,015/088
pk_cc147a348f1131b57dec81b88e222a90cc7e6dcc1a58bf21c1bda146be5fe70fd588f83c51111cd7d40e0b2cbf83,Serperior,ME03: Perfect Order,POR,24587,Rare,Grass,006/088
pk_5b8f2ab2a481a116d5108baf15393ee5f84040bc2bd9970fb3621ffa46c5cfb2efd7f456542faf8f48fdaeec5559c5,Diggersby,ME03: Perfect Order,POR,24587,Uncommon,Colorless,065/088
pk_e1404714caed9893297aea535afb6d40c922e9647e77ab6f04d99fbb106b06b7048d9d9fef772874287f2e9fe898f0,Probopass - 038/088,ME03: Perfect Order,POR,24587,Common,Fighting,038/088
pk_deffa5296cfe6a5e2ae6c12b01de5d858790a1b37d3ea6af74c434215b6627a8be63f5c7bd69f400121f6a318be017,Talonflame - 091/088,ME03: Perfect Order,POR,24587,Shiny Rare,Fire,091/088
pk_d0ce5eb8fea1ae2a55885264b273b0e41a162e1287a1f55f3f6f82009f8273bccc8cbde6d74fe2306f56406916dde7,Rowlet - 090/088,ME03: Perfect Order,POR,24587,Shiny Rare,Grass,090/088
pk_f4ca10876c3c7ef63401428336cdf384ac042952d8b7547fd3cf41849bdf9348d41ba519a44e2aa4f8391092e70dc1,Luxray,ME03: Perfect Order,POR,24587,Rare,Lightning,028/088
pk_18c524297a8796f6cb2804497f12b6b5cd5bcc70afe85e244dd4a9a0034b39472ffbd4bbf3a7f54f3fd7d54f4f6e16,Turtonator,ME03: Perfect Order,POR,24587,Uncommon,Fire,017/088
pk_1c16301e11eecbaa009dcbf5c5395e77ef257793ecade9e0060953f149ec74c7498c2e9a5bc81b1d2c8cca0f5f1a38,Luxio,ME03: Perfect Order,POR,24587,Uncommon,Lightning,027/088
pk_6f9bb1a6fb3f300f116497798100514ffd158af5e10bb163610183e7f8dc453b8f8cc6dfe451ee78b2ca0151b7b708,Barbaracle,ME03: Perfect Order,POR,24587,Uncommon,Fighting,043/088
pk_68014d1bdf4617786338a224734843fe441635cd92540693b222d01fd4989d54cccd7db4ea72d106a23e1fbcc1e1f5,Core Memory,ME03: Perfect Order,POR,24587,Uncommon,Trainer - Pokemon Tool,070/088
pk_e2b2a8cc3d21447eaf6920786cf163236054891eafbfa0552bca0e87b9a8f4eb9175b2babe9aaaf646c6b87f1ce83b,Crushing Hammer,ME03: Perfect Order,POR,24587,Common,Trainer - Item,071/088
pk_1f954ec9ba7897961196a52e7a3409bf4b561b8275daa9aafa0bfcb630a1d723c7a930e520de17f75403500b20309a,Dartrix,ME03: Perfect Order,POR,24587,Common,Grass,011/088
pk_3865e34f43cad95b385ce4f3cea943f18e0f321de672a2e59aa40853be9028a614d4440bd4ba1ddb102e71c224b96f,Potion,ME03: Perfect Order,POR,24587,Common,Trainer - Item,083/088
pk_93052fdad6c499b3a7a2ad3515933f4ecbee51857be98eb721ac6d84513a0f02b62a8e7746d263d1139ed65a13e9cf,Talonflame - 014/088,ME03: Perfect Order,POR,24587,Uncommon,Fire,014/088
pk_46deed69f565a8bcb59a3eb1fa6cb34527015ce84bbfc94e9b783d86b204b8e279cebb05f7f101af4f7d4089ac24a7,Nosepass,ME03: Perfect Order,POR,24587,Common,Fighting,037/088
pk_32d70a888d83b56d91d5a244f43cd232b319c4b8ef67b0db33754e585c8da1227b5fd6831d08cc4f2794ca47ab67cd,Clefairy - 094/088,ME03: Perfect Order,POR,24587,Shiny Rare,Psychic,094/088
pk_1465f56333a12980808eda98d61d85b73485fbb29a05714c42a2a83c59208eefcdb84832e8d5e985d5016b5b818c93,Dewgong,ME03: Perfect Order,POR,24587,Rare,Water,019/088
pk_9c78c348eb53c670c480b427c648debffbfb682439920a05b70fffdbb2afc25818239a3a40b57abf65caf4faa572ec,Hawlucha,ME03: Perfect Order,POR,24587,Common,Fighting,046/088
pk_cedb12face27b73fdb31940296ca74c50f83b0cf1c759b240f237063e4ac373b4e18b09eff0f23d8651033820289,Servine,ME03: Perfect Order,POR,24587,Common,Grass,005/088
pk_1e6522572a390cd7e5c23e5ecf2c9fac8b120535aa82c09d4f9984b7b812f64608d4cba43f14b12fd4e67b9b11085c,Yveltal ex - 053/088,ME03: Perfect Order,POR,24587,Double Rare,Darkness,053/088
pk_16b1f8e487224c4f4739bc4f27f36d06e8320bd6d404951b46129a0e495355739dc5666a5f92f1d93fab1f3a2d9ee3,Raticate - 061/088,ME03: Perfect Order,POR,24587,Uncommon,Colorless,061/088
pk_b4bf29555621546f9cf695b84df69a6cbb955887b32df113d95128bb9b529374db58921a2ac49f1bc4eb23a0cd726f,Doublade - 057/088,ME03: Perfect Order,POR,24587,Common,Metal,057/088
