type,results_id,results_card_info_name,results_card_info_clean_name,results_card_info_set_name,results_card_info_set_code,results_card_info_set_id,results_card_info_card_number,results_card_info_rarity,results_card_info_card_type,results_card_info_hp,results_card_info_stage,results_card_info_card_text,results_card_info_attacks,results_card_info_weakness,results_card_info_resistance,results_card_info_retreat_cost,results_tcgplayer_prices,results_tcgplayer_url,results_cardmarket_product_name,results_cardmarket_prices,results_cardmarket_product_url,results_cardmarket
Card,pk_d86e9359b1b349002036074ba38c93aafa5542c64ab2a80addd27da00525ae89bc0dd990f37b91fcb1a81542a336bf,Drapion - 052/088,Drapion,ME03: Perfect Order,POR,24587,052/088,Uncommon,Darkness,140.0,Stage 1,,"['[DD] Wrack Down (60)', ""[DDD] Hazardous Tail (100)<br> This Pokémon also does 70 damage to itself. Your opponent's Active Pokémon is now Paralyzed and Poisoned.""]",Fx2,,3.0,"[{'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.21, 'direct_low_price': 0.18, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.12, 'high_price': 10000, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.08, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684433,Drapion,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.13, 'avg7': 0.08, 'avg30': 0.08, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Drapion-V1-POR052,
Card,pk_dafba7691504e3a1e5944296aff089b01f4f99325c052c0d6c64931330664a7ecdf32e0123fa5e7b641163b6dbc49e,Fletchling,Fletchling,ME03: Perfect Order,POR,24587,066/088,Common,Colorless,60.0,Basic,,"['[C] Chirp<br> Search your deck for up to 2 Pokémon with Fighting Resistance, reveal them, and put them into your hand. Then, shuffle your deck.', '[CC] Peck (20)']",Lx2,F-30,1.0,"[{'low_price': 0.01, 'mid_price': 0.2, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.12, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.12, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684403,Fletchling,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.07, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.08, 'avg30': 0.07, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Fletchling-POR066,
Card,pk_c14fcf6422f5bf75c1519d2a64d1548f51a62bb753e996a76e03067790cb0ecd287b054e1c3d8968d5207e055de4f2,Mega Zygarde ex - 047/088,Mega Zygarde ex,ME03: Perfect Order,POR,24587,047/088,Double Rare,Fighting,310.0,Basic,,"[""[FFF] Gaia Wave (200)<br> During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>."", ""[FFFFF] Nullifying Zero<br> For each of your opponent's Pokémon, flip a coin. If heads, this attack does 150 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>""]",Gx2,,2.0,"[{'low_price': 0.14, 'mid_price': 0.75, 'high_price': 1000, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.64, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684336,Mega Zygarde ex,"[{'avg': 0.72, 'low': 0.24, 'avg1': 0.85, 'avg7': 0.71, 'avg30': 0.72, 'trend': 0.72, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Mega-Zygarde-ex-V1-POR047,
Card,pk_06d48db1c9e19fa70ca9b8f30b427e7fee823a0fcf53ab69c4d73bfe83ced98d98c1dec2a8d5a9135b4f9a3187b17b,Meowstic,Meowstic,ME03: Perfect Order,POR,24587,034/088,Uncommon,Psychic,100.0,Stage 1,,"[""[P] Perplex<br> Your opponent's Active Pokémon is now Confused."", ""[P] Psychic (30+)<br> This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""]",Dx2,F-30,1.0,"[{'low_price': 0.01, 'mid_price': 0.14, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.07, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.23, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.19, 'direct_low_price': 0.19, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684419,Meowstic,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.05, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Meowstic-POR034,
Card,pk_91c6502fb0a37a79994ce1398d7b6c12b5b49a435e31f79561b783e47170bad6e098a58025b96c05008e1c1fbf4b2e,Aurorus - 092/088,Aurorus,ME03: Perfect Order,POR,24587,092/088,Shiny Rare,Water,170.0,Stage 2,,"[""[WWC] Freezing Chill (150)<br> During your opponent's next turn, the Defending Pokémon can't use attacks.""]",Mx2,,3.0,"[{'low_price': 1.5, 'mid_price': 4.79, 'high_price': 9999, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 3.65, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684357,Aurorus,"[{'avg': 4.33, 'low': 2.29, 'avg1': 4.42, 'avg7': 4.47, 'avg30': 4.34, 'trend': 4.34, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Aurorus-V2-POR092,
Card,pk_960e401a4825b0442c9297c2f6bafd56812150d73e8f7db199a9efb8283e8abbca1f2dc08e8279dac76b7fe3ab66a7,Gastly,Gastly,ME03: Perfect Order,POR,24587,048/088,Common,Darkness,70.0,Basic,,"['[D] Surprise Attack (30)<br> Flip a coin. If tails, this attack does nothing.']",Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.25, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.27, 'direct_low_price': 0.25, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684429,Gastly,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.12, 'low': 0.02, 'avg1': 0.12, 'avg7': 0.12, 'avg30': 0.12, 'trend': 0.13, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Gastly-POR048,
Card,pk_a718df963b8cc270179cf96d93bb14e99d3952f67dcadfaf802f0a8f00c873d58679d9cf0a1a9ab72477c4abcebb7c,Poke Ball,Poke Ball,ME03: Perfect Order,POR,24587,080/088,Common,Trainer - Item,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.22, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.24, 'direct_low_price': 0.17, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684321,Poké Ball,"[{'avg': 0.04, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.11, 'avg7': 0.08, 'avg30': 0.09, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Poke-Ball-POR080,
Card,pk_b0207ac276cd90f702ff79469d93f4ca5c8c8f517e5ba7ad0bacc524f67d46efb4244964f3a8f0554f05de6453beec,Meowth ex - 062/088,Meowth ex,ME03: Perfect Order,POR,24587,062/088,Double Rare,Colorless,170.0,Basic,,['[CCC] Tuck Tail (60)<br> Put this Pokémon and all attached cards into your hand.'],Fx2,,1.0,"[{'low_price': 2, 'mid_price': 4.25, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 2.83, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684340,Meowth ex,"[{'avg': 6.09, 'low': 3.5, 'avg1': 5.43, 'avg7': 5.96, 'avg30': 6.01, 'trend': 5.96, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Meowth-ex-V1-POR062,
Card,pk_be0d6db5015a206833ef26a02034e69d7678b8e97a59640c169518d4ca46c26324faeec19e55a62ecc2040d682c14f,Snorlax,Snorlax,ME03: Perfect Order,POR,24587,063/088,Common,Colorless,160.0,Basic,,"['[C] Gormandizer<br> Flip a coin until you get tails. Search your deck for an amount of Basic Energy up to the number of heads and attach it to this Pokémon. Then, shuffle your deck.', '[CCCC] Collapse (160)<br> This Pokémon is now Asleep.']",Fx2,,4.0,"[{'low_price': 0.01, 'mid_price': 0.18, 'high_price': 999, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.13, 'direct_low_price': 0.09, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.29, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.29, 'direct_low_price': 0.4, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684440,Snorlax,"[{'avg': 0.05, 'low': 0.02, 'avg1': 0.05, 'avg7': 0.04, 'avg30': 0.05, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.15, 'low': 0.02, 'avg1': 0.13, 'avg7': 0.11, 'avg30': 0.15, 'trend': 0.11, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Snorlax-POR063,
Card,pk_a8690e50343b248e42197945afac765a38fe0bb44356958bc1ec3db66ad231efe19bbed4838280388cefe807cfa0fd,Telepathic Psychic Energy,Telepathic Psychic Energy,ME03: Perfect Order,POR,24587,088/088,Rare,Special Psychic Energy,,,,[],,,,"[{'low_price': 0.05, 'mid_price': 0.38, 'high_price': 31, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.3, 'direct_low_price': 0.43, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.05, 'mid_price': 0.32, 'high_price': 40, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.28, 'direct_low_price': 0.45, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684396,,,,
Card,pk_6d51bc766af04e054ef88dd46ce3e1f600dcc3372bb41e41ef3b10d6a4cd6960da1a9421dbbcb9f155a7b9739cd3db,Espurr - 033/088,Espurr,ME03: Perfect Order,POR,24587,033/088,Common,Psychic,60.0,Basic,,"['[C] Nap<br> Heal 20 damage from this Pokémon.', '[P] Stampede (10)']",Dx2,F-30,1.0,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.05, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.25, 'high_price': 17.84, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.25, 'direct_low_price': 0.3, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684417,Espurr,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.08, 'avg30': 0.09, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Espurr-V1-POR033,
